Identifier (RIC),Company Name,GICS Industry Name,Year,Board Cultural Diversity Percent,Board Gender Diversity Percent Score,Board Size,DIR Diversity Score,DIR Inclusion Score,EBITDA,Employees Prd/Prd Avg FY,Executive Members Gender Diversity Percent Score,Executives Cultural Diversity Score,Total Capital,Training Hours Total,Women Employees Score,Industry Group
0053.HK,Guoco Group Ltd,Industrial Conglomerates,2017,42.86,15.42,7,21,0,427648000,13500,73.2,60.71,14666536000,110701.8417,64.70333333,Industrial & Services
0053.HK,Guoco Group Ltd,Industrial Conglomerates,2018,42.86,14.86,7,14,0,1027100000,13150,72.27,60.71,15585744000,110701.8417,64.70333333,Industrial & Services
0053.HK,Guoco Group Ltd,Industrial Conglomerates,2019,50,13.31,6,28,0,567406000,12450,72.3,60.71,14915985000,26799.9,67.23,Industrial & Services
0053.HK,Guoco Group Ltd,Industrial Conglomerates,2020,50,10.59,6,27,0,504823000,11700,75.78,60.71,15360337000,105822,66.47,Industrial & Services
0053.HK,Guoco Group Ltd,Industrial Conglomerates,2021,50,10.48,6,33,0,243200000,10700,65.32,60.71,15786376000,63537,70.45,Industrial & Services
0053.HK,Guoco Group Ltd,Industrial Conglomerates,2022,50,8.33,6,26.71428571,5.714285714,704760000,10000,82.14,60.71,15423151000,126642.04,66.72,Industrial & Services
0053.HK,Guoco Group Ltd,Industrial Conglomerates,2023,50,5.2,6,34,18,589563000,10250,81.05,60.71,15637360000,179814.5,59.86,Industrial & Services
0053.HK,Guoco Group Ltd,Industrial Conglomerates,2024,33.33,4.88,6,30,22,670077000,10675,79.92,60.71,15886579000,161595.61,57.49,Industrial & Services
2002.TW,China Steel Corp,Metals & Mining,2017,61.54,45.8,13,13,12,2010779078,27485.5,17.91,25,19896676016,302399,1.98,Industrial & Services
2002.TW,China Steel Corp,Metals & Mining,2018,58.33,44.78,12,15,43,2221034323,28490,17.27,58.93,18677528580,345469,2.74,Industrial & Services
2002.TW,China Steel Corp,Metals & Mining,2019,79.9675,40.14,12,12,38,1600642048,27987.75,17.69,58.93,19466661507,312149,2.14,Industrial & Services
2002.TW,China Steel Corp,Metals & Mining,2020,79.9675,40.13,12,12,41,1291731647,27987.75,16.77,58.93,19585283633,357525,1.02,Industrial & Services
2002.TW,China Steel Corp,Metals & Mining,2021,100,38.46,11,11.68,36.41,4177346962,27987.75,14.92,58.93,20648890878,350632,2.26,Industrial & Services
2002.TW,China Steel Corp,Metals & Mining,2022,100,35.84,11,27,39,1718811165,27987.75,11.45,58.93,19661011479,211045,2.5,Industrial & Services
2002.TW,China Steel Corp,Metals & Mining,2023,79.9675,31.65,11,12,46,1166410208,27987.75,10.11,92.86,19665653608,258431,6.3,Industrial & Services
2002.TW,China Steel Corp,Metals & Mining,2024,79.9675,27.39,11,16,51,1047147751,27987.75,24.73,58.93,18706850084,265609,6.19,Industrial & Services
2010.SE,Saudi Basic Industries Corporation SJSC,Chemicals,2017,18.055,50,10,15,0,12108416842,37000,42.86,28.334,71518540839,725850,2.6,Industrial & Services
2010.SE,Saudi Basic Industries Corporation SJSC,Chemicals,2018,18.055,46.88,10,14,0,13833115252,33500,43.75,28.334,71636064944,725850,6.19,Industrial & Services
2010.SE,Saudi Basic Industries Corporation SJSC,Chemicals,2019,18.055,45.71,10,14,0,7343169457,35250,42.86,28.334,66961128559,725850,5.91,Industrial & Services
2010.SE,Saudi Basic Industries Corporation SJSC,Chemicals,2020,18.055,43.59,10,9,0,5124436359,35250,42.31,25,64033895775,725850,5.96,Industrial & Services
2010.SE,Saudi Basic Industries Corporation SJSC,Chemicals,2021,18.055,41.67,12,5,0,12070155576,35250,40.74,25,66703758325,336000,6.65,Industrial & Services
2010.SE,Saudi Basic Industries Corporation SJSC,Chemicals,2022,18.055,40.48,9,16.42857143,10.14285714,9125175406,35250,40.48,25,67189402183,539400,7.84,Industrial & Services
2010.SE,Saudi Basic Industries Corporation SJSC,Chemicals,2023,25,36.54,8,29,14,5159783988,35250,40.38,25,61011069124,620000,19.97,Industrial & Services
2010.SE,Saudi Basic Industries Corporation SJSC,Chemicals,2024,11.11,35.63,9,29,57,5188390737,35250,40,41.67,58322126164,1408000,20.27,Industrial & Services
600299.SS,Bluestar Adisseo Co,Chemicals,2017,40.73666667,47.8425,9.25,26.5,7.5,474817738.2,1910,78.525,90.54,2655474094,30686.5,16.12,Industrial & Services
600299.SS,Bluestar Adisseo Co,Chemicals,2018,40.73666667,47.8425,9.25,26.5,7.5,386353212.1,2104,78.525,90.54,2536101018,30686.5,16.12,Industrial & Services
600299.SS,Bluestar Adisseo Co,Chemicals,2019,40.73666667,47.8425,9.25,26.5,7.5,353795891.9,2220,78.525,90.54,2477399662,30686.5,16.12,Industrial & Services
600299.SS,Bluestar Adisseo Co,Chemicals,2020,40.73666667,47.8425,9.25,26.5,7.5,499448806.1,2266.5,78.525,90.54,2473728978,30686.5,16.12,Industrial & Services
600299.SS,Bluestar Adisseo Co,Chemicals,2021,44.44,45.04,9,25,0,522250978.4,2400,85.52,90.54,2552428932,32040,16.12,Industrial & Services
600299.SS,Bluestar Adisseo Co,Chemicals,2022,40.73666667,69.11,10,26.5,7.5,426312207.9,2555.5,82.51,90.54,2463905730,32018,16.12,Industrial & Services
600299.SS,Bluestar Adisseo Co,Chemicals,2023,44.44,39.85,9,26.5,7.5,262793971.4,2695,82.49,90.54,2412456429,34688,15.31,Industrial & Services
600299.SS,Bluestar Adisseo Co,Chemicals,2024,33.33,37.37,9,28,15,471709972.2,2831.5,63.58,90.54,2321166963,24000,16.93,Industrial & Services
600941.SS,China Mobile Ltd,Wireless Telecommunication Services,2017,67.855,18.75,8,42,25,46195475750,453338.8,14.63,90,1.82839E+11,29665700,98.45,Industrial & Services
600941.SS,China Mobile Ltd,Wireless Telecommunication Services,2018,67.855,16.91,8,40,25,46195475750,453338.8,16.36,90,1.82839E+11,41122056,97.64,Industrial & Services
600941.SS,China Mobile Ltd,Wireless Telecommunication Services,2019,67.855,16.18,7,40,23,40170605774,453338.8,16.78,90,1.48895E+11,46282521.6,95.49,Industrial & Services
600941.SS,China Mobile Ltd,Wireless Telecommunication Services,2020,85.71,18.84,7,39,29,43088569048,457695.5,17.34,90,1.65071E+11,48224462.3,94.92,Industrial & Services
600941.SS,China Mobile Ltd,Wireless Telecommunication Services,2021,67.855,17.86,8,34,0,44531954023,455285.5,17.81,90,1.82171E+11,59653791.6,95.42,Industrial & Services
600941.SS,China Mobile Ltd,Wireless Telecommunication Services,2022,67.855,13.19,8,34.94,28.57,50876403079,452133,11.11,90,1.95954E+11,64070601.6,94.3,Industrial & Services
600941.SS,China Mobile Ltd,Wireless Telecommunication Services,2023,67.855,52.05,8,37,27,49157919156,450316,11.64,90,2.02045E+11,56337250,95.19,Industrial & Services
600941.SS,China Mobile Ltd,Wireless Telecommunication Services,2024,50,45.89,8,35,27,49347403421,451264,10.96,90,2.02899E+11,55936554,94.82,Industrial & Services
6501.T,Hitachi Ltd,Industrial Conglomerates,2017,23.08,92.36,13,32,47,8979933561,319565.5,36.72,35,47347800323,8278828.2,31.374,Industrial & Services
6501.T,Hitachi Ltd,Industrial Conglomerates,2018,23.08,90.78,13,40,47,10142650104,305581,34.87,35,52342979484,8278828.2,31.374,Industrial & Services
6501.T,Hitachi Ltd,Industrial Conglomerates,2019,18.18,93.69,11,57,47,10117096716,301608,33.41,35,48891862144,8278828.2,31.374,Industrial & Services
6501.T,Hitachi Ltd,Industrial Conglomerates,2020,18.18,89.4,11,32,55,10168697108,298498.5,17.81,35,53490012090,8278828.2,34.62,Industrial & Services
6501.T,Hitachi Ltd,Industrial Conglomerates,2021,15.38,78.53,13,42.24,52.63,8897624210,325960,32,35,61929430894,8278828.2,26.04,Industrial & Services
6501.T,Hitachi Ltd,Industrial Conglomerates,2022,15.38,71.87,13,47,54,10489569291,359555.5,64.2,37.5,69718798290,9427123.2,34.26,Industrial & Services
6501.T,Hitachi Ltd,Industrial Conglomerates,2023,8.33,67.22,12,47,54,9585405528,345386,61.3,37.5,56848520220,8223413.4,31.25,Industrial & Services
6501.T,Hitachi Ltd,Industrial Conglomerates,2024,8.33,62.61,12,50,41,7966677682,295590,71.22,30,46524519199,7185948,30.7,Industrial & Services
7203.T,Toyota Motor Corp,Automobiles,2017,7.14,28.02,14,37.34857143,72.54,32369563656,356661,38.14,75,3.396E+11,480294,22.845,Industrial & Services
7203.T,Toyota Motor Corp,Automobiles,2018,7.69,25.69,13,30,90,38903585545,366784.5,36.72,75,3.69562E+11,480294,22.845,Industrial & Services
7203.T,Toyota Motor Corp,Automobiles,2019,16.67,24.65,6,37,70,38433056658,369997,34.87,75,3.67335E+11,480294,22.845,Industrial & Services
7203.T,Toyota Motor Corp,Automobiles,2020,22.22,75,9,40,47,39400055798,366388.5,33.41,75,3.96912E+11,480294,23.05,Industrial & Services
7203.T,Toyota Motor Corp,Automobiles,2021,10,58.67,10,37,58,36766178862,364095,17.81,75,4.51201E+11,480294,22.64,Industrial & Services
7203.T,Toyota Motor Corp,Automobiles,2022,12.47166667,66.74,8,35.44,77.78,41728727602,369550,32,75,4.40993E+11,453103,22.845,Industrial & Services
7203.T,Toyota Motor Corp,Automobiles,2023,11.11,48.68,9,43,89,37756096092,374026,75.4,75,4.41633E+11,507485,22.845,Industrial & Services
7203.T,Toyota Motor Corp,Automobiles,2024,12.47166667,39.48,9,39,76,51036844888,378014,73.83,75,4.7453E+11,480294,22.845,Industrial & Services
AA.N,Alcoa Corp,Metals & Mining,2017,8.33,94.02,12,35,0,2392000000,14300,89.1,64.89,8202000000,620655,42.66,Industrial & Services
AA.N,Alcoa Corp,Metals & Mining,2018,8.33,93.46,12,43,33,3071000000,14300,87.73,64.89,9390000000,654000,50.5,Industrial & Services
AA.N,Alcoa Corp,Metals & Mining,2019,8.33,90.82,12,41,33,1589000000,13900,73.15,64.89,7686000000,670000,51.67,Industrial & Services
AA.N,Alcoa Corp,Metals & Mining,2020,8.33,87.98,12,41,65,1084000000,13350,70.13,64.89,7481000000,593400,54.51,Industrial & Services
AA.N,Alcoa Corp,Metals & Mining,2021,8.33,83.94,12,45,68,2741000000,12550,85.52,64.89,8011000000,477300,56.25,Industrial & Services
AA.N,Alcoa Corp,Metals & Mining,2022,10,67.9,10,40.82,65,2003000000,12650,90.7,64.89,8396000000,378200,60.15,Industrial & Services
AA.N,Alcoa Corp,Metals & Mining,2023,11.11,71.28,9,42,63,473000000,13350,93.5,64.89,7712000000,52400,60.86,Industrial & Services
AA.N,Alcoa Corp,Metals & Mining,2024,10,57.26,10,47,62,1519000000,13750,91.12,64.89,7752000000,121224,63.23,Industrial & Services
ABBN.S,Abb Ltd,Electrical Equipment,2017,66.67,77.4,12,53.74857143,42.10142857,3350000000,133550,55.26,82.112,22757000000,615915.3,65.38,Industrial & Services
ABBN.S,Abb Ltd,Electrical Equipment,2018,81.82,55.63,11,38,38,3404000000,140700,59.77,82.112,23152000000,615915.3,65.87,Industrial & Services
ABBN.S,Abb Ltd,Electrical Equipment,2019,81.82,57.42,11,61,38,3395000000,145500,66.18,82.112,23039000000,615915.3,67.06,Industrial & Services
ABBN.S,Abb Ltd,Electrical Equipment,2020,81.82,51.31,11,68,40,3584000000,125000,94.59,86.98,22120000000,615915.3,66.36,Industrial & Services
ABBN.S,Abb Ltd,Electrical Equipment,2021,81.82,56.19,11,43,33,4643000000,105000,63.58,86.24,21518000000,615915.3,68.58,Industrial & Services
ABBN.S,Abb Ltd,Electrical Equipment,2022,80,53.14,10,42.24,35.71,4968000000,104750,82.77,83.48,20950000000,615915.3,68.3,Industrial & Services
ABBN.S,Abb Ltd,Electrical Equipment,2023,60,44.61,10,63,55,5830000000,106500,83.74,72.22,21974000000,480825,70.11,Industrial & Services
ABBN.S,Abb Ltd,Electrical Equipment,2024,60,62.19,10,61,55,6524000000,108900,79,81.64,22005000000,751005.6,70.46,Industrial & Services
ABX.TO,Barrick Gold Corp,Metals & Mining,2017,40,41.9,15,27,40,4032000000,18300.5,69.97,10.436,17490000000,900000,32.49,Industrial & Services
ABX.TO,Barrick Gold Corp,Metals & Mining,2018,40,34.01,15,36,25,2862000000,20260.5,76.44,10.436,15123000000,750000,39.55,Industrial & Services
ABX.TO,Barrick Gold Corp,Metals & Mining,2019,38.46,34.31,13,28,45,4302000000,22300,79.25,10.436,35363000000,874710,36.19,Industrial & Services
ABX.TO,Barrick Gold Corp,Metals & Mining,2020,77.78,13.74,9,30,45,6967000000,22550,66.67,13.46,37074000000,841570,25,Industrial & Services
ABX.TO,Barrick Gold Corp,Metals & Mining,2021,70,41.63,10,35,46,6569000000,21950,50.99,11.54,37780000000,841570,24.13,Industrial & Services
ABX.TO,Barrick Gold Corp,Metals & Mining,2022,63.64,51.63,11,30.52,41.67,5253000000,22150,29.07,11.11,36539000000,841570,26.32,Industrial & Services
ABX.TO,Barrick Gold Corp,Metals & Mining,2023,91.67,66.43,12,42,31,4921000000,23800,34.19,9.62,37225000000,841570,32.47,Industrial & Services
ABX.TO,Barrick Gold Corp,Metals & Mining,2024,90.91,65.72,11,41,38,6411000000,21615.85714,34.7,6.45,38512000000,841570,39.44,Industrial & Services
AD.AS,Koninklijke Ahold Delhaize NV,Consumer Staples Distribution & Retail,2017,62.226,64.27166667,9,49.47666667,32.33333333,5063518912,369500,63.71166667,69.616,26896270438,6725000,49.77166667,Industrial & Services
AD.AS,Koninklijke Ahold Delhaize NV,Consumer Staples Distribution & Retail,2018,62.226,64.27166667,9,49.47666667,32.33333333,6059947623,370500,63.71166667,69.616,32809944764,6400000,49.77166667,Industrial & Services
AD.AS,Koninklijke Ahold Delhaize NV,Consumer Staples Distribution & Retail,2019,55.56,43.29,9,53,27,6117226351,376000,57.33,80.77,32996591608,6400000,48.04,Industrial & Services
AD.AS,Koninklijke Ahold Delhaize NV,Consumer Staples Distribution & Retail,2020,62.226,70.83,9,44,24,7804657638,397000,49.34,69.616,32953948734,6700000,50,Industrial & Services
AD.AS,Koninklijke Ahold Delhaize NV,Consumer Staples Distribution & Retail,2021,77.78,97.13,9,65.86,25,7567696610,413500,74.32,73.75,35024895983,7400000,50,Industrial & Services
AD.AS,Koninklijke Ahold Delhaize NV,Consumer Staples Distribution & Retail,2022,66.67,51.76,9,57,24,7612371575,413500,53.53,71.25,35364940068,6725000,49.49,Industrial & Services
AD.AS,Koninklijke Ahold Delhaize NV,Consumer Staples Distribution & Retail,2023,55.56,43.18,9,38,47,7758268681,408000,73.86,74.39,35891097304,6725000,52.04,Industrial & Services
AD.AS,Koninklijke Ahold Delhaize NV,Consumer Staples Distribution & Retail,2024,55.56,79.44,9,39,47,7346853657,395000,73.89,47.92,37296282780,6725000,49.06,Industrial & Services
ADVANC.BK,Advanced Info Service PCL,Wireless Telecommunication Services,2017,20.90714286,68.42,13,37,17,2162612780,12595.64286,52.56,25,4918716023,1061922,99.48,Industrial & Services
ADVANC.BK,Advanced Info Service PCL,Wireless Telecommunication Services,2018,9.09,40.24,11,50,18,2288418874,12218,78.57,25,5159350619,11014100,99.53,Industrial & Services
ADVANC.BK,Advanced Info Service PCL,Wireless Telecommunication Services,2019,10,41.11,10,49,16,2637192991,12626.5,50,25,5491864204,1332020,98.77,Industrial & Services
ADVANC.BK,Advanced Info Service PCL,Wireless Telecommunication Services,2020,9.09,24.27,11,47,8,2981093785,13402,44.23,25,7726439268,622144,98.05,Industrial & Services
ADVANC.BK,Advanced Info Service PCL,Wireless Telecommunication Services,2021,9.09,20.57,11,48.2,3.49,2625255714,13506,81.29,25,6644219341,517165,98.94,Industrial & Services
ADVANC.BK,Advanced Info Service PCL,Wireless Telecommunication Services,2022,36.36,48.9,11,56,8,2596417372,13025,25.41,25,6189915744,422422,98.99,Industrial & Services
ADVANC.BK,Advanced Info Service PCL,Wireless Telecommunication Services,2023,36.36,48.4,11,59,9,2722744286,12294.5,23.26,25,9696117585,374737,99.68,Industrial & Services
ADVANC.BK,Advanced Info Service PCL,Wireless Telecommunication Services,2024,36.36,42.07,12,56,31,3257805629,11097.5,20.19,25,9076295207,272753,99.09,Industrial & Services
AEOM.KL,AEON CO (M) Bhd,Consumer Staples Distribution & Retail,2017,32.57333333,48.03,10,33.48,8.693333333,135483432.3,9061.5,80.06,26.3,717244559.8,84262,41.10333333,Industrial & Services
AEOM.KL,AEON CO (M) Bhd,Consumer Staples Distribution & Retail,2018,32.57333333,48.03,10,33.48,8.693333333,139708232.5,9491.5,80.06,26.3,730217433.4,84262,41.10333333,Industrial & Services
AEOM.KL,AEON CO (M) Bhd,Consumer Staples Distribution & Retail,2019,32.57333333,48.03,10,33.48,8.693333333,211856199.6,9989.5,80.06,26.3,1202599169,84262,41.10333333,Industrial & Services
AEOM.KL,AEON CO (M) Bhd,Consumer Staples Distribution & Retail,2020,32.57333333,48.03,10,33.48,8.693333333,188503482.6,9645.5,80.06,26.3,1202714925,84262,41.10333333,Industrial & Services
AEOM.KL,AEON CO (M) Bhd,Consumer Staples Distribution & Retail,2021,32.57333333,48.03,10,33.48,8.693333333,178166426.5,8493,80.06,26.3,1089353026,84262,41.10333333,Industrial & Services
AEOM.KL,AEON CO (M) Bhd,Consumer Staples Distribution & Retail,2022,25,27.03,8,31.44,23.08,176230000,8773,75.23,21.95,928230681.8,18524,47.83,Industrial & Services
AEOM.KL,AEON CO (M) Bhd,Consumer Staples Distribution & Retail,2023,36.36,37.99,11,35,1,157037908.5,8775.5,83.55,26.3,850307407.4,150000,46.91,Industrial & Services
AEOM.KL,AEON CO (M) Bhd,Consumer Staples Distribution & Retail,2024,36.36,79.07,11,34,2,168643688.5,9175.642857,81.4,30.65,949820949,84262,28.57,Industrial & Services
AEV.PS,Aboitiz Equity Ventures Inc,Industrial Conglomerates,2017,17.0475,19.23,10,39,0,721371173.8,274.5,55.77,16.67,8710724228,869960,90.37,Industrial & Services
AEV.PS,Aboitiz Equity Ventures Inc,Industrial Conglomerates,2018,17.0475,19.23,9,36,0,901056926.2,289.5,32.69,16.67,9094392220,257740,97.03,Industrial & Services
AEV.PS,Aboitiz Equity Ventures Inc,Industrial Conglomerates,2019,16.67,42.31,12,39,0,933492929.3,297.5,42.31,16.67,9605424852,630630,20.07,Industrial & Services
AEV.PS,Aboitiz Equity Ventures Inc,Industrial Conglomerates,2020,16.67,42.59,12,36,40,872492142.2,291,42.59,16.67,10424182962,468521,15.27,Industrial & Services
AEV.PS,Aboitiz Equity Ventures Inc,Industrial Conglomerates,2021,16.67,21.67,12,40.63,40,920029431.4,288.125,81.58,16.67,11537684732,632196,18.49,Industrial & Services
AEV.PS,Aboitiz Equity Ventures Inc,Industrial Conglomerates,2022,18.18,56.58,11,34,33,899223965.5,288.125,69.74,16.67,13125761620,233892,56.15166667,Industrial & Services
AEV.PS,Aboitiz Equity Ventures Inc,Industrial Conglomerates,2023,17.0475,61.54,9,25,30,871905263.2,288.125,82.05,16.67,13060359224,186708,56.15166667,Industrial & Services
AEV.PS,Aboitiz Equity Ventures Inc,Industrial Conglomerates,2024,17.0475,61.54,9,56,36,953665757.9,288.125,96.15,16.67,13566701560,468521,95.68,Industrial & Services
AFKS.MM,AFK Sistema PAO,Wireless Telecommunication Services,2017,57.14,27.94,14,38.985,30.57666667,3160227217,145021.5,26.39,25,11346114294,1745713.22,65.38,Industrial & Services
AFKS.MM,AFK Sistema PAO,Wireless Telecommunication Services,2018,50,31.43,14,38.985,30.57666667,3425486710,138786.5,33.78,53.125,11423353423,1745713.22,68.18,Industrial & Services
AFKS.MM,AFK Sistema PAO,Wireless Telecommunication Services,2019,50,27.94,12,32,0,3524225029,140836.5,27.14,53.125,13902554535,1745713.22,73.08,Industrial & Services
AFKS.MM,AFK Sistema PAO,Wireless Telecommunication Services,2020,54.55,57.35,11,39,60,3955160847,141548.1667,9.72,53.125,13763491394,1684820,71.88,Industrial & Services
AFKS.MM,AFK Sistema PAO,Wireless Telecommunication Services,2021,54.55,61.36,11,42,53,3086271853,141548.1667,8.7,53.125,13238446944,1291695.6,78.57,Industrial & Services
AFKS.MM,AFK Sistema PAO,Wireless Telecommunication Services,2022,54.55,54.26,11,44,46,3644346150,141548.1667,19.57,58.33,15649477540,2182003.2,66,Industrial & Services
AFKS.MM,AFK Sistema PAO,Wireless Telecommunication Services,2023,66.67,42.71,12,38.91,18.46,3830551724,141548.1667,38.89,91.67,19782234483,1435330.1,56.9,Industrial & Services
AFKS.MM,AFK Sistema PAO,Wireless Telecommunication Services,2024,50,41.67,12,38,6,2782661311,141548.1667,31.25,37.5,17077611756,2134717.2,60.29,Industrial & Services
AFPD.S,Aluflexpack AG,Containers & Packaging,2017,60,12.536,5,31,2.666666667,42764790.65,1351,24.144,89.146,257607598.1,111570.38,41.526,Industrial & Services
AFPD.S,Aluflexpack AG,Containers & Packaging,2018,60,12.536,5,31,2.666666667,42764790.65,1351,24.144,89.146,257607598.1,111570.38,41.526,Industrial & Services
AFPD.S,Aluflexpack AG,Containers & Packaging,2019,60,12.536,5,31,2.666666667,24669694.47,1351,24.144,89.146,154589870.6,111570.38,41.526,Industrial & Services
AFPD.S,Aluflexpack AG,Containers & Packaging,2020,60,10.13,5,24,0,21446987.87,1171.5,29.3,93.75,225527430.9,27945,27.63,Industrial & Services
AFPD.S,Aluflexpack AG,Containers & Packaging,2021,60,15.59,5,36,0,43033707.87,1255.5,17.81,94.95,241623107,111974.4,44.57,Industrial & Services
AFPD.S,Aluflexpack AG,Containers & Packaging,2022,60,14.01,5,31,2.666666667,50534297.34,1319,25.97,95.98,226381783.9,121182.6,31.25,Industrial & Services
AFPD.S,Aluflexpack AG,Containers & Packaging,2023,60,11.76,5,31,2.666666667,54358946.92,1439.5,24.14,65.74,316028467.5,151728.1,54.86,Industrial & Services
AFPD.S,Aluflexpack AG,Containers & Packaging,2024,60,11.19,5,33,8,62545109.42,1569.5,23.5,95.31,381494929,145021.8,49.32,Industrial & Services
AGI.TO,Alamos Gold Inc,Metals & Mining,2017,11.11,26.32,10,18,0,181600000,1479,55.59,14.92833333,2685400000,1380,38.92333333,Industrial & Services
AGI.TO,Alamos Gold Inc,Metals & Mining,2018,11.11,23.04,9,16,0,208000000,1720,58.17,14.92833333,2604900000,91847.33333,38.92333333,Industrial & Services
AGI.TO,Alamos Gold Inc,Metals & Mining,2019,11.11,55.08,9,22,0,298700000,1716.5,32.08,27.78,2696100000,91847.33333,30.48,Industrial & Services
AGI.TO,Alamos Gold Inc,Metals & Mining,2020,11.11,76.18,10,25,0,399400000,1718,52.07,19.23,2852000000,89055,43.03,Industrial & Services
AGI.TO,Alamos Gold Inc,Metals & Mining,2021,11.11,73.43,10,26,0,416500000,1779.5,53.41,11.54,2736000000,77097,39.93,Industrial & Services
AGI.TO,Alamos Gold Inc,Metals & Mining,2022,11.11,73.37,9,23,2.857142857,364700000,1879.5,42.07,11.11,2721500000,102188,40.88,Industrial & Services
AGI.TO,Alamos Gold Inc,Metals & Mining,2023,11.11,66.43,9,27,6,525700000,1893.5,38.71,13.46,2923900000,193698,41.23,Industrial & Services
AGI.TO,Alamos Gold Inc,Metals & Mining,2024,11.11,57.02,9,27,14,727000000,1740.857143,65.41,6.45,3870800000,87666,37.99,Industrial & Services
AIR.PA,Airbus SE,Aerospace & Defense,2017,84.62,44.55,13,52,0,4841592591,131612,18,28.33,33395712623,2320508,18.97,Industrial & Services
AIR.PA,Airbus SE,Aerospace & Defense,2018,84.62,45.69,13,58,0,8809294431,131556.5,20.19,28.33,26633177356,1700000,18.97,Industrial & Services
AIR.PA,Airbus SE,Aerospace & Defense,2019,100,52.44,12,59,0,11249243324,134301,40.67,51.92,22885231935,1700000,15.28,Industrial & Services
AIR.PA,Airbus SE,Aerospace & Defense,2020,100,46.43,12,64,0,5403028823,133140,54.61,30.95,33540547142,1500000,12.22,Industrial & Services
AIR.PA,Airbus SE,Aerospace & Defense,2021,100,36.78,12,68,25,8598776800,128922,52.7,17.5,32270422663,1000000,25.89,Industrial & Services
AIR.PA,Airbus SE,Aerospace & Defense,2022,100,28.26,12,68.71,26.67,8693279110,130381,62.5,18.18,31690924658,1200000,29.55,Industrial & Services
AIR.PA,Airbus SE,Aerospace & Defense,2023,100,45.74,12,68,27,7504441967,141080,57.98,17.05,38821140454,1786274,32.67,Industrial & Services
AIR.PA,Airbus SE,Aerospace & Defense,2024,100,40.56,12,69,27,8140594264,152407,60.56,34.38,39169686303,2177325,31.1,Industrial & Services
AIRP.PA,L'Air Liquide Societe Anonyme pour l'Etude et l'Exploitation des Procedes Georges Claude SA,Chemicals,2017,41.67,60.31,12,49.88285714,60.78285714,6167992227,65950,32.47,41.18,38081836830,1550775,75.52,Industrial & Services
AIRP.PA,L'Air Liquide Societe Anonyme pour l'Etude et l'Exploitation des Procedes Georges Claude SA,Chemicals,2018,41.67,38.89,12,41,42,5980823929,65600,57.41,42.5,37084250849,1467000,80.48,Industrial & Services
AIRP.PA,L'Air Liquide Societe Anonyme pour l'Etude et l'Exploitation des Procedes Georges Claude SA,Chemicals,2019,41.67,41.5,12,40,44,6649216420,66600,61.76,42,38063583167,1336500,80.31,Industrial & Services
AIRP.PA,L'Air Liquide Societe Anonyme pour l'Etude et l'Exploitation des Procedes Georges Claude SA,Chemicals,2020,41.67,34.06,12,62,58,7239252565,65822.5,89.38,60.29,39687103078,1512000,78.15,Industrial & Services
AIRP.PA,L'Air Liquide Societe Anonyme pour l'Etude et l'Exploitation des Procedes Georges Claude SA,Chemicals,2021,41.67,34.78,12,55,82,7200281927,65440.5,88.66,65.15,40787804379,1015008.75,77.13,Industrial & Services
AIRP.PA,L'Air Liquide Societe Anonyme pour l'Etude et l'Exploitation des Procedes Georges Claude SA,Chemicals,2022,28.57,76.65,16,51.18,81.48,8266053082,66772.5,78.93,67.19,40611836473,1345329,76.69,Industrial & Services
AIRP.PA,L'Air Liquide Societe Anonyme pour l'Etude et l'Exploitation des Procedes Georges Claude SA,Chemicals,2023,25,73.23,12,50,62,8765298577,67443.5,61.62,56.45,40922053127,1610616,78.14,Industrial & Services
AIRP.PA,L'Air Liquide Societe Anonyme pour l'Etude et l'Exploitation des Procedes Georges Claude SA,Chemicals,2024,28.57,38.02,14,50,56,8335852573,67217.5,56.25,69.74,41427580495,1355560,76.63,Industrial & Services
AKZO.AS,Akzo Nobel NV,Chemicals,2017,62.5,87.27,8,49.2,4.8,1717829681,36000,54,58.758,11492184595,98603,65.1,Industrial & Services
AKZO.AS,Akzo Nobel NV,Chemicals,2018,60,67.24,10,48,24,1183594825,35100,60.58,58.758,16556564822,98603,70.31,Industrial & Services
AKZO.AS,Akzo Nobel NV,Chemicals,2019,62.5,52.44,8,46,0,1514472121,34150,78,58.758,9841266283,98603,70.31,Industrial & Services
AKZO.AS,Akzo Nobel NV,Chemicals,2020,55.56,70.83,9,48,0,1795310210,33000,52.63,59.52,10796287250,98603,70.31,Industrial & Services
AKZO.AS,Akzo Nobel NV,Chemicals,2021,62.5,76.44,8,51,0,1643816929,32500,85.52,86.25,10442671032,98603,67.02,Industrial & Services
AKZO.AS,Akzo Nobel NV,Chemicals,2022,66.67,52.72,6,53,0,1243578767,34000,85.87,69.32,11154751712,98603,70.31,Industrial & Services
AKZO.AS,Akzo Nobel NV,Chemicals,2023,75,59.04,8,49.2,4.8,1583657974,35200,73.94,6.82,11156235860,98603,75.16,Industrial & Services
AKZO.AS,Akzo Nobel NV,Chemicals,2024,62.5,55,8,49.2,4.8,1536390931,34900,32.78,71.88,10543534527,98603,73.96,Industrial & Services
ALSEA.MX,Alsea SAB de CV,Hotels Restaurants & Leisure,2017,13.74428571,25.61,12,24,24,335326191,69887,53.57,65,1306287714,1578113,43.67,Industrial & Services
